time_of_review,timestamp,product_id,product_name,summary,review,bin_sentiment
2020-12-23 23:50:20,1608767420,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Panasonic Waterproof Camera,I bought a Panasonic Lumix TS4 Waterproof Digital Camera before I visited the Great Barrier Reef in Australia. The camera was very well built and waterproof. I went snorkeling with it and took many great photos with it. It is definitely worth the money.,1.0
2020-12-23 23:50:40,1608767440,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Handy,The extra length is very handy when your outlet is out of reach of the cable that comes standard. Inexpensive and adequate to recharge unit.,1.0
2020-12-24 00:01:21,1608768081,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Great Looking Bag!!,I just this to replace a camera bag I had for years.. This is a pretty good solid bag made out of sturdy material and with compartments and you can remove them for extra storage like 2 cameras.. I will definetly buy from this seller again. Fast delivery too.,1.0
2020-12-24 00:02:58,1608768178,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Great Camera Bag,Great bag for small cameras or 1 large camera with accessories. This bag has many compartments that are well protected. The compartments are also customizable by detaching and rearranging to fit your needs. Note: if you need storage for a DSLR with multiple accessories and large lens you may want to consider a larger bag.  The bag is well constructed and priced very reasonable in comparison to other bags this size in department stores. I am very pleased with the look and functionality of this bag and would purchase again.,1.0
2020-12-24 00:31:35,1608769895,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Nice case,This is an awesome case.  Surface RT fits perfectly inside with the touch keyboard attached.  I guess my review has too few words so I'm putting some more in...great case!,1.0
2020-12-24 00:41:31,1608770491,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1","Nice, presentable case for the Surface Pro 2","Way too many gaudy looking cases for tablets these days. This case is affordable, seems to be well made a few months in, and best of all, it looks OK if you pull it out of your briefcase during a meeting.It smells a little funny when you get it though. Air it out for a few days...",1.0
2020-12-24 00:43:38,1608770618,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Very good Waterproof camera.,Finally took my new Luminex camera to the swimming pool and got some pretty good pictures of my grandson underwater. Very easy to use & was able to carry it around in the pocket my swimming trunks. Nice small size & not very heavy.,1.0
2020-12-24 01:14:15,1608772455,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Coolpix is indeed cool.,"This camera takes amazing pictures I used in London, Paris and Las Vegas this year and was really impressed.  The software that comes included is also awesome and pretty easy to figure out.",1.0
2020-12-24 01:34:20,1608773660,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Slim and professional,"Extremely happy with this case for my Surface Pro 2.  Even with the thicker Type Cover, it fits snugly inside.  A magnet keeps the flap shut.  Very professional looking case.",1.0
2020-12-24 02:11:05,1608775865,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Battery Exhausted Message,"Got a refurbished s6300 charged it for full night the when i swtiched on the camera i am getting message  Battery Exhausted,called customer care for a solution they asked me to buy a new battery to solve this issue which is insane ,i have searched for a solution on google and found out that so many nikon cameras having this issue, i would advice people to stay away from this product.(search nikkon Battery Exhausted message on google for more information).",0.0
2020-12-24 02:22:25,1608776545,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Slimline Shape is Nice,"This works just like the AC Adapter that came with my tablet, but is much easier to carry in a briefcase because it is much slimmer than the Samsung battery.",1.0
2020-12-24 02:31:11,1608777071,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Better than any on the market for the money.,This bag will cost you double in any  store such as Wally World.Very well made and lots of pockets.,1.0
2020-12-24 02:44:48,1608777888,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),"Great photos, durable","Great camera, options and reliable. The only reason I did not give it 5 stars was due to the limitations for time lapse. It is listed as a premium feature and selling point. Once received the camera I realized it was limited to just 75 (?) timelapse photos. &5 photos equal about a 10 second clip if you stretch it. This was the primary reason I purchased the camera.It does take great photos, and one of the best point and shoots for a vacation.",1.0
2020-12-24 03:39:26,1608781166,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Great Buy.,"Lost my Samsung cable and saw several online that bought this by chance and it works great, has a super long cable as well and charges fast also. Great buy.",1.0
2020-12-24 03:51:00,1608781860,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Suitable Gift,"This camera is suitable for amateur photography and video recordings, and as such, makes a suitable gift for some persons.",1.0
2020-12-24 03:53:30,1608782010,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),"Nice, nice bag","I really didn't know what to expect when I ordered this other than a 'large' camera bag.  After receiving it, I realized it was perfect for what I needed.  Built of what appears to be sturdy construction, I can see this bag being used for a number of years in the future.With its customizable interior, I'm able to fit both of my Nex-5 cameras (mounted with their 18-55mm lens), both power adapters and my extra 16mm wide-angle lens in the main compartment of the bag.  Outside zippered pockets hold extra batteries, filters and memory cards with ease, with space to spare for USB cords, etc.The shoulder strap is comfortable and doesn't cut into the shoulder at all - which is more than I can say of some bags which after a few minutes of carrying feel like knives tearing into the skin.My Alpha A57 plus two other lens would also fit well, but since I have 5 extra lens for the Alpha - I need a much larger bag for that.  All in all, I love this bag, it's perfect for the Sony Nex's or any other smaller camera or a DSLR with less equipment needs.",1.0
2020-12-24 04:02:07,1608782527,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Looks and feels like a pro,"Came on time product looks as stated fits well and feel's like leather correct color black very professional looking it protects from scratches, I order by accident but after using it  a couple of time I realized this was what I need for my meeting what luck !",1.0
2020-12-24 04:03:05,1608782585,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Doesn't work very well.,"There's too much work needed to make this work.  I have not been able to figure out how to make this work with WiDi, even though the software sees it (doesn't connect).  It does work with a nexus 4 that I tried, but that's not what I wanted to use it for.",0.0
2020-12-24 04:12:29,1608783149,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Perfect sleeve for the Surface,I am so very pleased with this buy. the quality is great and the fit is spot on. I use it with the Touch Keyboard and the fit is great. Not too snug that you can't use the Type cover. I have tried both covers with this sleeve... Very professional looking... I would highly recommend this one.,1.0
2020-12-24 05:34:45,1608788085,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Great Long Cord Charger,"I bought this for my Samsung Galaxy Note 10.1.  It came with a ridiculously short charging cable.  This one works like the original and didn't have any compatibility problems with my tablet. It's nice to be able to finally use the tablet in bed while charging.  The only thing I didn't like is the super bright LED, but I just switched it to an outlet where it doesn't light up the room at night.",1.0
2020-12-24 05:49:31,1608788971,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Excellent item..,"I bought this matte finish screen protector for my Kindle Fire and love it!Didn't realize how much until I had to borrow the fiance's Kindle and could hardly see the screen from the fingerprints & smudges.. I was so disgusted that I immediately used her Kindle (after wiping it off) to order another set of protectors just for her.A must have item for any Kindle Fire... especially if you have kids!I love it so much I also bought the same for my iPhone.. no more greasy smudges left on the screen after a call!Quick tip: Clean the screen before applying and use something (I used a credit card) to smooth out the air bubbles, or you will NOT be happy with this product. If you do not get it right the first time, peel it off and re-apply, it's that simple.",1.0
2020-12-24 05:59:13,1608789553,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",nice product,"I admit, it's hard to get excited about clear covers; but the thing is, they work. I should rate them 5 stars but there's no WOW factor.",1.0
2020-12-24 06:35:13,1608791713,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Great camera,"We bought two of these for our kids (if you haven't given your kids a digital camera you are missing out).  I have been a fan of Nikon for a long time and this camera does not disappoint.  It is so easy to use.  My kids grasped the basics in minutes.  The pictures are crisp and clear.  And after a few weeks my kids figured out all of the advanced features of the camera.  They take all kinds of amazing pictures and edit them right there on the camera.  It is amazing how creative they can be with the camera.  Also, the battery is exceptional.  They go days without having to plug in.  So over all I would highly recommend this camera for anyone looking for a simple point-and-shoot.Just wanted to add that we went on vacation with two of these cameras and they performed great.  We took pictures in direct sunlight on the beach, at dusk on the beach, inside our hotels and homes, we used black & white, color, took video (including slo-mo) and both cameras worked great.  We have a DSLR but it ended up being used rarely because these Nikon's are so small they fit in your pocket yet still take exceptional pictures.",1.0
2020-12-24 07:04:22,1608793462,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),I like it,"I like the camera, I still would love one day to be able to afford one where I can switch out the lens for different uses. I'm still learning all the options about the camera which takes a little time to understand. If I could see a improvement a how to video would be nice as part of the package.",1.0
2020-12-24 07:12:17,1608793937,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,"Display mirroring of the Apple TV and iPad, but without the content limitations","This product gives you an Apple TV sort of iPad mirroring for Android devices.  I purchased this to mirror my Kindle Fire HDX (which has a very high definition screen) and after a bit of fiddling (I had to load the latest update to get the HDX to mirror) had it working. For those who don't know, this essentially provides the sort of display mirroring on a TV that you get with Apple TV and the iPad, but without the content limitations. It works flawlessly, and I have been using this more than my Roku3 to watch movies, YouTube, etc. The X-ray feature on Amazon Videos is nice (essentially access to IMDB database while watching a movie) works well, and is actually quite useful.",1.0
2020-12-24 07:24:13,1608794653,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),This camera does not disappoint,"Purchased this camera to head down to the beaches of Florida.  Long story short, I am extremely happy with my purchase.  The pictures and video are amazing both in and out of the water.  It stands up to salt water with no problems.  I did not have any leaking issues that these cameras are known for even after submerging both in the ocean and during the cleaning process.However, if I had to pick something to caution about this product, here are a couple of items.First, the GPS is slow to update and the height is off quite a bit.  As I was standing on the shore line of the Atlantic, it told me I was 15ft above sea level.  Then the number started varying between 15 and 25 feet.  It also took a few pictures for the location information to update on the camera, and the time to update the information varied.Second, it will randomly caution about making sure the door is closed and locked before using the camera.  Doesn't seem like that big of a deal, but with a camera known for being exceptionally fast to pull up and take a picture (think baby's first step type of moments), you then have to Ok a dialog on the camera telling you to make sure the door is locked before taking pictures.However, overall, I am more than pleased with this purchase and would not trade it for anything.",1.0
2020-12-24 07:27:39,1608794859,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Great deal,"I loved the deal I got on 2 protectors, It was easy to apply and the price was the best I have seen",1.0
2020-12-24 08:24:09,1608798249,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,"Works, but not consistently","Please note that I am submitting this review after only 2 days of use of the product.I tested this device (for screen mirroring) with the following devices:Samsung Galaxy Note 2 (T-mobile version, Android 4.1.2)Nexus 7 (the 2013 model, Android 4.3)The setup was easy, but I when I tried to update the firmware on the dongle, my device (nexus 7) showed 100% complete but also said that the update failed.  I tried several times with the same result, but it appears that the device already had the latest firmware on it.PROS:-The unit allowed for screen mirroring on both devices (on the Galaxy Note 2 you use ""AllShare Cast"" for the application; on the Nexus 7 you use the native wireless display function in Android 4.3). Video quality was respectable but not exceptional.CONS:-When changing screens, playing videos, etc. the unit sometimes has lag and/or distortion/pixelation in the image.  The degree ranges from none at all to severe.-When I disconnect the Nexus 7 from the adapter, and then later try to re-connect, it is usually necessary for me to unplug the adapter from AC and re-apply the AC before I can connect again.  If I do not go through this step, the device will show as paired but not as available for connection. This is VERY annoying.I have not yet decided whether I will keep this unit or return it.  I want to perform some additional testing.",0.0
2020-12-24 08:44:52,1608799492,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,I love this device.,"I have a chromecast... and My chromecast was a good device when I bought this (when chromecast only had few apps) but I had a need in having much more apps shown in the television. So I researched a bit and I found this.Although it is one of the most expensive and have a bit of 3 star reviews, I decided to venture in and take a risk. And that risk paid off because I have been very happy with it! :) :)Up sides:1. The device is small and beautiful.2. No latency, it runs smoothly.3. Firmware updates have fixed a lot of bugs.Downsides:1. Device has to be turned on (this is not the devices fault, it is the way that miracast technology works... so dont hate the player, hate the game)2. The firmware updates have to be downloaded by the user, and connected via USB and else. It would be easier if the device just updated by itself when it had a new update.",1.0
2020-12-24 08:55:21,1608800121,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),"3.5 stars, really.","I was pretty excited to receive this bag, which excitement was tamped down a bit when its diminutive size became apparent.  I were expecting something larger and still would that it were.Nevertheless, I took it out nearly as soon as I had it unpacked to see if it and I would get along.A really nice thing about it is the thoughtful design of the compartments which are created by rigid leaves which have velcro strip on either end so that one can adjust the size of a compartment simply by tearing the leaf away from its perch and repositioning it in the desired location thus the compartment size is infinitely adjustable dependent only by the dimensions of the bag.I also like the included strap which is similarly adjustable.  That is to say that it is on a looped buckle that allows one to pull it in to about the size of a large hand strap or pull it out to the length of a shoulder strap.  Very nice.The bag is also heavily padded which means that one's expensive and delicate gear is protected from bumps and drops, yet the bag remains remarkably light in weight.What I do not like about the design is the use of large, bulky plastic snap latches for securing the lid.  They feel cheap and are a bit of a hassle to use.  Also the handle design is over the top.  It makes a bit of sense after one thinks about it but in my opinion it is needlessly fussy.",1.0
2020-12-24 09:27:49,1608802069,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Great fit,Works great on my Surface Pro 2. Looks good. Easy but snug fit. Looks like it is put together well. I like the magnetic closure.,1.0
2020-12-24 10:27:15,1608805635,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Crap,"Horrible results.  The worst Nikon product I have owned.  Ended up returning and buying a Canon 110HS - plus the poorly made.  You can see, feel the cheap plastic that is used as its body frame.",0.0
2020-12-24 10:38:26,1608806306,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",I ordered extras,"I ordered extras of these two pack Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte finish protectors to have on hand just in case you need to replace an old one for any reason.  It works great and there are no lags in the process of turning pages or using a stylus.  I highly recommend this product.",1.0
2020-12-24 10:38:29,1608806309,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),A worthwhile purchase for budding photographers!,"Even if you're not a new photographer, if you've got two lenses and a flash, you're going to want to be able to carry it all safely and comfortably for cheap!This thing feels pretty well made; the padding is sufficiently thick, and the materials seem sturdy. Indeed, this bag has served me well for the past few months with only cosmetic damage. It can handle more stuff than I even have! But, I'm pretty barebones: my camera, my two lenses, a speedlight, an extra battery + charger, a tripod, and my bible. It can fit a full-sized iPad in the iPad mini sleeve if you want, but it'll be a tight fit.Best of all, it's comfortable. The strap placement is good and the padded shoulder protector makes this comfortable to wear, even for long periods of time (spent a whole day with it on the pier).The drawback is that it's kind of bulky, especially if you only have packed in as much as I do. It makes it difficult to get through doors (you kind of forget it's there, so you just bump into the frame), and it gets awkward in crowds.My one gripe is the plastic strap loops. They feel cheap and they sound cheap. Actually, they sound annoying. Because they're plastic, when the strap hook and the bag loops squeak whenever you move, creating a really grating, almost nails-on-a-chalkboard sound. I dampen this sound by pressing my thumb on the offending loop, but this is really annoying. I really wish the loops and hook were made from metal. I'm going to apply some silicone oil to see if that helps.At any rate, though, this is a great, cheap bag to carry your photo gear!",1.0
2020-12-24 10:45:52,1608806752,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",EXCELLENT!!!,Love it. Out of the box it had a fresh leather smell. Intoxicating... Fit is perfect on my Surface 2. Would probably be too tight for a Pro version. Absolutely love it.,1.0
2020-12-24 10:52:11,1608807131,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Exactly as described,"After reading the reviews I wondered if it would be too &#34;Snugg&#34;.  It was with a bit of trepidation that I ordered this case for the Microsoft Surface.  Upon arrival, the case is as I hoped it would be.  The fit with the Touch 2 Keyboard is perfect; not too loose or tight.  There is obviously no place to store the power supply or other items but that is not why it was purchased.  The build quality seems fine and the case appears durable.  For those on the fence about the fit, don't worry.",1.0
2020-12-24 11:17:34,1608808654,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector","2 Pack Anti-Fingerprint, Anti Glare","They really work, I wanted them to keep my fingerprints and from getting my Kindle dirty (I hate dirty things), this works great and you even get a cleaning cloth with the two items.  I would recommended anti fingerprint and anti glare to anyone.  They do come from China, that is the only down fall.",1.0
2020-12-24 11:29:49,1608809389,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,returned the product,worked once. the only time it connected to the tv it looked fuzzy couldn't get it to work on several other tv's. no matter how many times i reset the device or restarted my laptop.,0.0
2020-12-24 11:34:25,1608809665,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Good buy,"This is worthy.  A great bag, you can  really fit the camera (Like a canon T3i or T4i) in it, plus three large lenses - plus all the batteries you need and the cords for the computer etc... it is as shown.. no tricks here.  Good quality as well.  Very pleased with this purchase.",1.0
2020-12-24 11:37:46,1608809866,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Works great,"This product was just what i was wanting. It fits perfectly, it was a great price, and it came with 2! These should last me a while!",1.0
2020-12-24 12:03:24,1608811404,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Who needs to pay $60+,"I bought this to hold all my equipment and it's just as good as any big brand bag. :) I used a thread cutter to get rid of the Amazon logo. The bag is great, I just prefer no logos.",1.0
2020-12-24 12:44:43,1608813883,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,It works it really works!,"I bought this for my tab 2 and now I am able to charge the tab while using it. if you are having the same problems I was having and were getting the x on the bottom of the screen where the battery is then this should fix your problem,",1.0
2020-12-24 13:02:37,1608814957,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Review for Anti-glare sheets.,"I enjoy not having to worry about oily finger prints, smudges that come from me or my grand children's hands.",1.0
2020-12-24 13:05:59,1608815159,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",I like it a lot.,"I really like this case! i had a generic Swiss Army case for my surface whenever i first purchased it, and i hated having to unzip the thing over and over, and risking scratching the screen with the zipper. SO i came across this, it had great reviews, and looked very nice.Now after using it for a couple of days, it feels very high quality, i use a messenger back for carrying all of my stuff so the fact that it can't really carry much more doesn't bother me. From the photos, you should already know that, though. So, i don't understand why people would give this a bad review for that fact. It's a &#34;wallet-case&#34; not a full blown case.Now, my only concern is the inside material, and fitting the Type Cover 2 in with my Surface 2. It fits my Surface 2 PERFECT, but with my Type Cover , it gets super snug (no pun intended, lol). I thought it would be fine, so after using it about two times with the Type Cover connected, i felt the inside and the material is starting to loosen up.. So, i am definitely not putting my Surface in the wallet with the keyboard attached anymore. Kind of a bummer, but the fact that i carry most of my stuff around with a messenger bag doesn't make it a deal breaker for me, but it might for other people who use a Type Cover (i'm not sure how the Touch Cover would fit).I don't think it is the size of both of them together, i think it is the material on the back of the Type Cover 2, it feels almost like felt/microfiber clothe, so it rubs against the inside of the Snugg case.Overall, i am very pleased with this, even with the minor con i do recommend this.",1.0
2020-12-24 13:19:04,1608815944,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",I LOVE IT,"WE LIKE THIS ANTI-FINGERPRINT STAFF,PROTECT AS WELL THE KINDLE FIRE,EASY TO FIX,PROTECT THE KINDLE AS WELL,SO,WAS MY PLEASURE TO BUY FROM YOU.",1.0
2020-12-24 13:47:11,1608817631,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Missing Stylus Holder,"It's a great case like everyone mentioned here, but it lacks a stylus holder. The only place you can put your stylus is the back pocket which creates a little bulge.",1.0
2020-12-24 14:12:07,1608819127,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",a bit snug,it was a bit snug at first. it became hard to pull it out and such but eventually it was loose enough to take out the surface with no problem.,1.0
2020-12-24 14:16:53,1608819413,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Tough and easy to use,I go to the beach a LOT and this has been a life saver for keeping those memories alive. It takes the hits and is very user friendly (my niece loves to take it to the pool). The picture quality is what you would expect of a waterproof camera and if you like going to the beach/pool a lot then you will love this camera.,1.0
2020-12-24 14:52:45,1608821565,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Works like a charm with Kindle Fire HDX,"I was up and running in about 1 minute! Easy to connect, no firmware update needed, worked like a charm. Works best with no interference between emitting tablet/phone/laptop and the adapter. I mounted it on the wall just below the tv. It is smaller than it appears in the pictures. A little bigger than a credit card, and maybe a half-inch thick. Does not include a required HDMI cable.",1.0
2020-12-24 15:11:41,1608822701,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Seems well built,"The longer cord comes in handy but the charger seems to charge the tablet very slowly, even with the tablet off.  Item was returned.",0.0
2020-12-24 15:16:46,1608823006,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Good Product fits perfect,"Product arrived in time as promised. Packaging was quite sturdy with lots of cushioning, no complaints . The product itself is very nice in appearance , soft texture to feel and good uniform stitches. It comes with one side pouch for small items such as charger / some papers or extra stylus / pen etc. The smaller business card size pouch on the front side is good for storing memory cards.Surface pro2 fits perfectly in the case. I mainly bought this case for protection so hoping the product would save my SP2 in case of a tragic fall.Good about itGood finish, soft texture, uniform stitches, two utility pouches. Perfect fit for a surface pro 2 ( may be for other surface tabs; I am not sure). Light weightNot so Good about itNothing functionally. I gave it only 4 stars because of false advertising. It is not leather but PU. Also, for a PU case it is quite expensive, you can get much cheaper items if it is PU.I did not return it as I wanted a case very badly for my travel otherwise I would have returned because it is PU.",1.0
2020-12-24 15:32:43,1608823963,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Nice bag for the money.,"The size is fine for my needs. I bought this bag to hold two digital cameras and some accessories and it handles that perfectly. I wish the interior was more rigid, made with heavier lining and more firmly attached.  The exterior is rugged and it is well padded.",1.0
2020-12-24 15:43:13,1608824593,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),"Very responsive camera, even better with Eye-Fi","Got this for my wife to replace the S230 my kids broke.  Works awesome.  Some pocket cameras take a long time to process and save a shot before the next shot is ready.  This one's quick.  Other cameras have a bad delay from the time you push the button until it takes the picture.  This one is almost instantaneous.  It's not as fast as a DSLR, but you don't lose your shots either.  We've had several cameras in the past from the likes of Samsung, Vivitar and others, but we've liked all the cameras from Nikon.  They're responsive, slim and do they're job.  Add in an Eye-Fi card and life is even better.",1.0
2020-12-24 16:22:05,1608826925,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Good quality tough camera,"I purchased this camera to bring with me on a trip to Hawaii. The underwater video was the main feature I was looking for in a camera. After a week in Hawaii, this little camera exceeded my expectations. The video quality was great, all of the picture turned out nice as well. The menu is easy to navigate and it even has manual settings (which I love because I normally shoot with a canon 5d markii). I fell while getting out of the water and landed on sharp lava rocks, the camera broke my fall.  It got a few scratches but nothing major, I am impressed with not only the quality but the durability of this camera as well.",1.0
2020-12-24 16:25:05,1608827105,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Very good for my needs,"This is a very good camera bag, and well suited for my very amateur needs. There is good padding &#8211; you are able to rearrange the padded interiors to fit your various photo related tech. The bag offers room enough to hold my DSLR and one or two lenses. There is room for a decent sized tablet, mobile phone, chargers and flash cards and batteries. In essence everything you would need for small holiday, or similar photo related outing. My friend and work colleague, who takes his photography to the zenith, has a couple bags that run into three figures, however, my needs are more than adequately covered this bag &#8211; so why spend the extra money? For my part this bag is impressive, it&#8217;s very affordable and it suits my needs. At this price range I find it very hard to fault the bag, and thus highly recommend it.",1.0
2020-12-24 16:28:39,1608827319,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Replacement works BETTER than the Factory supplied !,"Bought this charger to replace the short one that came with my tablet from Samsung and have had NO ISSUES whatsoever in the months that I've had it. I use it every day. The cord is so much longer thn the original, which is very handy since I don't normally sit next to an outlet. It has certainly wirhatood the test of time and daily use, plus rhe price was extremely reasonable and FAR CHEAPER than any replacement I could find locally.I highly recommend this charger with its 6.5 foot cord to anyone who owns a Note 10.1 and wants to use thwir tablet while it charges. You can order with confidence, knowing you will get a solid product at a cheap price...and ditch the 2 foot cord that came with your tablet.",1.0
